character,language,reading,usage,word_example,is_default_for_display,source,source_property,review_status
的,yue-HK,dik1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
的,zh-Hant-TW,de,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
的,zh-Hant-TW,dì,attested-count:157,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
的,zh-Hant-TW,dí,attested-count:84,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
一,yue-HK,jat1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
一,zh-Hant-TW,yī,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
是,yue-HK,si6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
是,zh-Hant-TW,shì,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
是,zh-Hant-TW,shi,attested-count:1032,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
是,zh-Hant-TW,tí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
了,yue-HK,liu5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
了,zh-Hant-TW,le,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
了,zh-Hant-TW,liǎo,attested-count:654,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
了,zh-Hant-TW,liào,attested-count:19,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
個,yue-HK,go3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
個,zh-Hant-TW,gè,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
個,zh-Hant-TW,ge,attested-count:1891,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
個,zh-Hant-TW,gě,attested-count:18,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
小,yue-HK,siu2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
小,zh-Hant-TW,xiǎo,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
有,yue-HK,jau5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
有,yue-HK,jau6,mandarin-mapping:yòu,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
有,zh-Hant-TW,yǒu,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
有,zh-Hant-TW,yòu,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
有,zh-Hant-TW,wěi,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
數,yue-HK,sou3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
數,yue-HK,sou2,mandarin-mapping:shǔ,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
數,yue-HK,sok3,mandarin-mapping:shuò,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
數,zh-Hant-TW,shù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
數,zh-Hant-TW,shǔ,attested-count:91,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
數,zh-Hant-TW,shu,attested-count:14,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
數,zh-Hant-TW,shuò,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
在,yue-HK,zoi6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
在,zh-Hant-TW,zài,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
多,yue-HK,do1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
多,zh-Hant-TW,duō,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
我,yue-HK,ngo5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
我,zh-Hant-TW,wǒ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
上,yue-HK,soeng6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
上,yue-HK,soeng5,mandarin-mapping:shàng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
上,zh-Hant-TW,shàng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
上,zh-Hant-TW,shang,attested-count:392,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
上,zh-Hant-TW,shǎng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
人,yue-HK,jan4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
人,zh-Hant-TW,rén,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
人,zh-Hant-TW,ren,attested-count:280,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
不,yue-HK,bat1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
不,zh-Hant-TW,bù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
不,zh-Hant-TW,bu,attested-count:555,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
不,zh-Hant-TW,fǒu,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
不,zh-Hant-TW,fōu,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
不,zh-Hant-TW,fū,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
來,yue-HK,loi4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
來,zh-Hant-TW,lái,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
來,zh-Hant-TW,lài,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
少,yue-HK,siu2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
少,yue-HK,siu3,mandarin-mapping:shào,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
少,zh-Hant-TW,shǎo,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
少,zh-Hant-TW,shao,attested-count:362,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
少,zh-Hant-TW,shào,attested-count:323,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
這,yue-HK,ze5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
這,yue-HK,ze3,mandarin-mapping:zhè,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
這,zh-Hant-TW,zhè,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
這,zh-Hant-TW,yàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
這,zh-Hant-TW,zhèi,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
下,yue-HK,haa6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
下,yue-HK,haa5,mandarin-mapping:xià,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
下,zh-Hant-TW,xià,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
下,zh-Hant-TW,xia,attested-count:249,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
米,yue-HK,mai5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
米,zh-Hant-TW,mǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
地,yue-HK,dei6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
地,zh-Hant-TW,de,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
地,zh-Hant-TW,dì,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
面,yue-HK,min6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
面,zh-Hant-TW,miàn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
面,zh-Hant-TW,mian,attested-count:1300,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
大,yue-HK,daai6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
大,yue-HK,taai3,mandarin-mapping:taì,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
大,zh-Hant-TW,dà,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
大,zh-Hant-TW,dài,attested-count:177,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
大,zh-Hant-TW,tài,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
分,yue-HK,fan1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
分,yue-HK,fan6,mandarin-mapping:fēn,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
分,zh-Hant-TW,fēn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
分,zh-Hant-TW,fèn,attested-count:559,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
分,zh-Hant-TW,fen,attested-count:532,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
分,zh-Hant-TW,fén,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
分,zh-Hant-TW,bàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
們,yue-HK,mun4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
們,zh-Hant-TW,men,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
們,zh-Hant-TW,mèn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
們,zh-Hant-TW,mén,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
用,yue-HK,jung6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
用,zh-Hant-TW,yòng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
用,zh-Hant-TW,yong,attested-count:28,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
中,yue-HK,zung1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
中,zh-Hant-TW,zhōng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
中,zh-Hant-TW,zhòng,attested-count:66,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
出,yue-HK,ceot1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
出,zh-Hant-TW,chū,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
和,yue-HK,wo4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
和,yue-HK,wo6,mandarin-mapping:hè,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
和,yue-HK,wu2,mandarin-mapping:hú,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
和,zh-Hant-TW,hé,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
和,zh-Hant-TW,huo,attested-count:38,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
和,zh-Hant-TW,he,attested-count:24,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
和,zh-Hant-TW,hè,attested-count:9,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
和,zh-Hant-TW,huò,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
和,zh-Hant-TW,huó,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
和,zh-Hant-TW,hú,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
說,yue-HK,syut3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
說,zh-Hant-TW,shuō,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
麼,yue-HK,mo1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
麼,zh-Hant-TW,me,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
子,yue-HK,zi2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
子,zh-Hant-TW,zǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
子,zh-Hant-TW,zi,attested-count:6853,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
到,yue-HK,dou3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
到,zh-Hant-TW,dào,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
到,zh-Hant-TW,dao,attested-count:18,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
時,yue-HK,si4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
時,zh-Hant-TW,shí,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
著,yue-HK,zyu3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
著,yue-HK,zoek6,mandarin-mapping:zhuó,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
著,yue-HK,zoek3,mandarin-mapping:zhuó,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
著,zh-Hant-TW,zhù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
著,zh-Hant-TW,zhe,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
著,zh-Hant-TW,zháo,attested-count:545,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
著,zh-Hant-TW,zhuó,attested-count:125,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
著,zh-Hant-TW,zhāo,attested-count:15,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
著,zh-Hant-TW,chú,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
天,yue-HK,tin1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
天,zh-Hant-TW,tiān,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
天,zh-Hant-TW,tian,attested-count:64,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
要,yue-HK,jiu3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
要,yue-HK,jiu1,mandarin-mapping:yāo,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
要,zh-Hant-TW,yào,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
要,zh-Hant-TW,yāo,attested-count:456,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
要,zh-Hant-TW,yǎo,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
他,yue-HK,taa1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
他,zh-Hant-TW,tā,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
他,zh-Hant-TW,tuó,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
學,yue-HK,hok6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
學,zh-Hant-TW,xué,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
學,zh-Hant-TW,huá,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
學,zh-Hant-TW,jiào,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
把,yue-HK,baa2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
把,zh-Hant-TW,bǎ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
把,zh-Hant-TW,bà,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
把,zh-Hant-TW,pá,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
方,yue-HK,fong1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
方,zh-Hant-TW,fāng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
方,zh-Hant-TW,fang,attested-count:733,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
方,zh-Hant-TW,fáng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
方,zh-Hant-TW,fǎng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
方,zh-Hant-TW,páng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
方,zh-Hant-TW,wǎng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
方,zh-Hant-TW,fēng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
想,yue-HK,soeng2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
想,zh-Hant-TW,xiǎng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
你,yue-HK,nei5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
你,zh-Hant-TW,nǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
每,yue-HK,mui5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
每,zh-Hant-TW,měi,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
看,yue-HK,hon1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
看,yue-HK,hon3,mandarin-mapping:kàn,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
看,zh-Hant-TW,kàn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
看,zh-Hant-TW,kān,attested-count:66,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
長,yue-HK,coeng4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
長,yue-HK,zoeng6,mandarin-mapping:zhàng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
長,zh-Hant-TW,zhǎng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
長,zh-Hant-TW,cháng,attested-count:1179,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
長,zh-Hant-TW,zhàng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
國,yue-HK,gwok3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
國,zh-Hant-TW,guó,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
以,yue-HK,ji5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
以,zh-Hant-TW,yǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
以,zh-Hant-TW,sì,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
算,yue-HK,syun3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
算,zh-Hant-TW,suàn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
算,zh-Hant-TW,suan,attested-count:103,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
什,yue-HK,sap6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
什,yue-HK,zaap6,mandarin-mapping:shí,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
什,yue-HK,sam6,mandarin-mapping:shén,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
什,zh-Hant-TW,shén,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
什,zh-Hant-TW,shen,attested-count:17,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
什,zh-Hant-TW,shí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
成,yue-HK,sing4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
成,zh-Hant-TW,chéng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
成,zh-Hant-TW,cheng,attested-count:17,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
年,yue-HK,nin4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
年,zh-Hant-TW,nián,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
年,zh-Hant-TW,nìng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
千,yue-HK,cin1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
千,zh-Hant-TW,qiān,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
生,yue-HK,sang1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
生,yue-HK,saang1,mandarin-mapping:shēng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
生,zh-Hant-TW,shēng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
生,zh-Hant-TW,sheng,attested-count:1071,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
就,yue-HK,zau6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
就,zh-Hant-TW,jiù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
樣,yue-HK,joeng6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
樣,zh-Hant-TW,yàng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
樣,zh-Hant-TW,xiàng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
同,yue-HK,tung4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
同,zh-Hant-TW,tóng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
同,zh-Hant-TW,tong,attested-count:34,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
同,zh-Hant-TW,tòng,attested-count:17,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
兩,yue-HK,loeng5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
兩,yue-HK,loeng2,mandarin-mapping:liǎng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
兩,zh-Hant-TW,liǎng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
兩,zh-Hant-TW,liàng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
得,yue-HK,dak1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
得,zh-Hant-TW,dé,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
得,zh-Hant-TW,de,attested-count:5096,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
得,zh-Hant-TW,děi,attested-count:637,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
去,yue-HK,heoi3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
去,zh-Hant-TW,qù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
