character,language,reading,usage,word_example,is_default_for_display,source,source_property,review_status
業,zh-Hant-TW,yè,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
劃,yue-HK,waak6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
劃,zh-Hant-TW,huà,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
劃,zh-Hant-TW,huá,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
劃,zh-Hant-TW,huai,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
周,yue-HK,zau1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
周,zh-Hant-TW,zhōu,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
驗,yue-HK,jim6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
驗,zh-Hant-TW,yàn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
王,yue-HK,wong4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
王,yue-HK,wong6,mandarin-mapping:wàng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
王,zh-Hant-TW,wáng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
王,zh-Hant-TW,wàng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
王,zh-Hant-TW,yù,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
太,yue-HK,taai3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
太,zh-Hant-TW,tài,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
太,zh-Hant-TW,tai,attested-count:337,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
太,zh-Hant-TW,tā,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
校,yue-HK,haau6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
校,yue-HK,gaau3,mandarin-mapping:xiào,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
校,zh-Hant-TW,xiào,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
校,zh-Hant-TW,jiào,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
校,zh-Hant-TW,jiǎo,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
校,zh-Hant-TW,qiāo,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
指,yue-HK,zi2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
指,zh-Hant-TW,zhǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
指,zh-Hant-TW,zhí,attested-count:33,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
指,zh-Hant-TW,zhī,attested-count:15,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
單,yue-HK,daan1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
單,yue-HK,sin6,mandarin-mapping:shàn,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
單,yue-HK,sim4,mandarin-mapping:chán,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
單,zh-Hant-TW,dān,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
單,zh-Hant-TW,dǎn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
單,zh-Hant-TW,chán,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
單,zh-Hant-TW,shàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
單,zh-Hant-TW,chǎn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
單,zh-Hant-TW,dàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
單,zh-Hant-TW,zhàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
單,zh-Hant-TW,tán,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
容,yue-HK,jung4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
容,zh-Hant-TW,róng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
容,zh-Hant-TW,yǒng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
語,yue-HK,jyu5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
語,yue-HK,jyu6,mandarin-mapping:yù,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
語,zh-Hant-TW,yǔ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
語,zh-Hant-TW,yù,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
六,yue-HK,luk6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
六,zh-Hant-TW,liù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
六,zh-Hant-TW,lù,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
甲,yue-HK,gaap3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
甲,zh-Hant-TW,jiǎ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
甲,zh-Hant-TW,jia,attested-count:15,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
準,yue-HK,zeon2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
準,zh-Hant-TW,zhǔn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
準,zh-Hant-TW,zhuó,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
修,yue-HK,sau1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
修,zh-Hant-TW,xiū,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
輕,yue-HK,hing1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
輕,yue-HK,heng1,mandarin-mapping:qīng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
輕,zh-Hant-TW,qīng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
輕,zh-Hant-TW,qìng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
住,yue-HK,zyu6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
住,zh-Hant-TW,zhù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
親,yue-HK,can1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
親,yue-HK,can3,mandarin-mapping:qìng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
親,zh-Hant-TW,qīn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
親,zh-Hant-TW,qin,attested-count:428,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
親,zh-Hant-TW,qìng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
戰,yue-HK,zin3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
戰,zh-Hant-TW,zhàn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
使,yue-HK,si2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
使,yue-HK,sai2,mandarin-mapping:shǐ,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
使,yue-HK,si3,mandarin-mapping:shǐ,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
使,zh-Hant-TW,shǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
吸,yue-HK,kap1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
吸,zh-Hant-TW,xī,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
因,yue-HK,jan1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
因,zh-Hant-TW,yīn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
律,yue-HK,leot6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
律,zh-Hant-TW,lǜ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
北,yue-HK,bak1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
北,zh-Hant-TW,běi,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
北,zh-Hant-TW,bèi,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
拍,yue-HK,paak3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
拍,zh-Hant-TW,pāi,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
拍,zh-Hant-TW,bó,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
跳,yue-HK,tiu3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
跳,zh-Hant-TW,tiào,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
跳,zh-Hant-TW,diào,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
跳,zh-Hant-TW,táo,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
清,yue-HK,cing1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
清,zh-Hant-TW,qīng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
清,zh-Hant-TW,qìng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
記,yue-HK,gei3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
記,zh-Hant-TW,jì,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
記,zh-Hant-TW,ji,attested-count:414,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
黃,yue-HK,wong4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
黃,zh-Hant-TW,huáng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
船,yue-HK,syun4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
船,zh-Hant-TW,chuán,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
減,yue-HK,gaam2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
減,zh-Hant-TW,jiǎn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
由,yue-HK,jau4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
由,zh-Hant-TW,yóu,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
由,zh-Hant-TW,yāo,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
友,yue-HK,jau5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
友,zh-Hant-TW,yǒu,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
友,zh-Hant-TW,you,attested-count:437,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
笑,yue-HK,siu3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
笑,zh-Hant-TW,xiào,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
接,yue-HK,zip3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
接,zh-Hant-TW,jiē,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
接,zh-Hant-TW,xié,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
接,zh-Hant-TW,shà,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
接,zh-Hant-TW,chā,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
通,yue-HK,tung1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
通,zh-Hant-TW,tōng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
通,zh-Hant-TW,tòng,attested-count:16,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
步,yue-HK,bou6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
步,zh-Hant-TW,bù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
誰,yue-HK,seoi4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
誰,zh-Hant-TW,shuí,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
誰,zh-Hant-TW,shéi,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
女,yue-HK,neoi5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
女,yue-HK,neoi6,mandarin-mapping:nǜ,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
女,zh-Hant-TW,nǚ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
女,zh-Hant-TW,nü,attested-count:37,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
女,zh-Hant-TW,nǜ,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
女,zh-Hant-TW,rǔ,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
利,yue-HK,lei6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
利,zh-Hant-TW,lì,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
利,zh-Hant-TW,li,attested-count:16,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
鐵,yue-HK,tit3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
鐵,zh-Hant-TW,tiě,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
鐵,zh-Hant-TW,dié,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
觀,yue-HK,gun1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
觀,yue-HK,gun3,mandarin-mapping:guàn,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
觀,zh-Hant-TW,guān,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
觀,zh-Hant-TW,guàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
乙,yue-HK,jyut3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
乙,yue-HK,jyut6,mandarin-mapping:yǐ,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
乙,zh-Hant-TW,yǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
乙,zh-Hant-TW,yì,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
乙,zh-Hant-TW,jué,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
象,yue-HK,zoeng6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
象,zh-Hant-TW,xiàng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
名,yue-HK,ming4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
名,zh-Hant-TW,míng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
名,zh-Hant-TW,mìng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
草,yue-HK,cou2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
草,zh-Hant-TW,cǎo,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
草,zh-Hant-TW,zào,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
與,yue-HK,jyu5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
與,yue-HK,jyu6,mandarin-mapping:yù,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
與,yue-HK,jyu4,mandarin-mapping:yú,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
與,zh-Hant-TW,yǔ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
與,zh-Hant-TW,yù,attested-count:10,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
與,zh-Hant-TW,yú,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
入,yue-HK,jap6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
入,zh-Hant-TW,rù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
亮,yue-HK,loeng6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
亮,zh-Hant-TW,liàng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
亮,zh-Hant-TW,liang,attested-count:134,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
亮,zh-Hant-TW,liáng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
排,yue-HK,paai4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
排,zh-Hant-TW,pái,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
排,zh-Hant-TW,bài,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
排,zh-Hant-TW,pǎi,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
關,yue-HK,gwaan1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
關,zh-Hant-TW,guān,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
關,zh-Hant-TW,wān,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
關,zh-Hant-TW,wǎn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
認,yue-HK,jing6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
認,zh-Hant-TW,rèn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
員,yue-HK,jyun4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
員,yue-HK,wan4,mandarin-mapping:yún,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
員,yue-HK,wan6,mandarin-mapping:yùn,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
員,zh-Hant-TW,yuán,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
員,zh-Hant-TW,yún,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
員,zh-Hant-TW,yùn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
速,yue-HK,cuk1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
速,zh-Hant-TW,sù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
啊,yue-HK,aa1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
啊,yue-HK,aa2,mandarin-mapping:á,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
啊,yue-HK,aa3,mandarin-mapping:à,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
啊,zh-Hant-TW,a,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
啊,zh-Hant-TW,ā,attested-count:404,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
啊,zh-Hant-TW,è,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
啊,zh-Hant-TW,á,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
啊,zh-Hant-TW,ǎ,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
啊,zh-Hant-TW,à,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
廠,yue-HK,cong2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
廠,zh-Hant-TW,chǎng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
跑,yue-HK,paau2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
跑,yue-HK,paau4,mandarin-mapping:páo,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
跑,zh-Hant-TW,pǎo,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
跑,zh-Hant-TW,páo,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
跑,zh-Hant-TW,bó,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
提,yue-HK,tai4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
提,zh-Hant-TW,tí,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
提,zh-Hant-TW,chí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
提,zh-Hant-TW,shí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
提,zh-Hant-TW,dǐ,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
