character,unicode,unicode_hex,edb_presence,edb_version,edb_grade_level,moe_frequency_rank,moe_frequency_score,moe_frequency_band,hk_frequency_rank,foxchild_selection_rank,foxchild_selection_score,foxchild_selection_method,frequency_bucket,foxchild_frequency_tier,foxchild_frequency_tier_method,usage_level,literacy_level,curriculum_stage,curriculum_priority,cangjie,quick,root_count,code_length,first_root,last_root,cangjie_difficulty,cangjie_difficulty_method,simple_code_candidate,simple_code_candidate_method,radical,total_strokes,structure,left_right,top_bottom,surround,single,visual_complexity,visual_complexity_method,visual_complexity_confidence,unihan_definition,learner_definition_en,learner_definition_status,suggested_category,category_method,category_confidence,category_review_status,example_word,example_phrase,example_sentence,code_uniqueness,code_uniqueness_method,cangjie_first_root_group,source_frequency,source_cangjie,source_unihan,source_edb,source_opencc,last_verified,dataset_version
帆,U+5E06,5E06,true,2007 (online edition accessed 2026-07-28),,1534,0.0000589928,top-2500,,1510,0.6852971846,edb-eligible-then-moe-corpus-order-v1,moe-character-01531-01540,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,LBHNI,LI,5,5,L,I,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,50,6,unknown,,,,,1,total-stroke-count-proxy-v1,low,sail; boat,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-L,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
協,U+5354,5354,true,2007 (online edition accessed 2026-07-28),,1535,0.0000589928,top-2500,,1511,0.685088634,edb-eligible-then-moe-corpus-order-v1,moe-character-01531-01540,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,JKSS,JS,4,4,J,S,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,24,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,be united; cooperate,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-J,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
眉,U+7709,7709,true,2007 (online edition accessed 2026-07-28),,1536,0.0000589928,top-2500,,1512,0.6848800834,edb-eligible-then-moe-corpus-order-v1,moe-character-01531-01540,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,AHBU,AU,4,4,A,U,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,109,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,eyebrows; upper margin of book,,unreviewed,education,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-A,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
倉,U+5009,5009,true,2007 (online edition accessed 2026-07-28),,1537,0.0000589928,top-2500,,1513,0.6846715328,edb-eligible-then-moe-corpus-order-v1,moe-character-01531-01540,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,OIAR,OR,4,4,O,R,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,9,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,granary; berth; sea,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
茫,U+832B,832B,true,2007 (online edition accessed 2026-07-28),,1538,0.0000589928,top-2500,,1514,0.6844629823,edb-eligible-then-moe-corpus-order-v1,moe-character-01531-01540,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,TEYV,TV,4,4,T,V,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,140,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,"vast, boundless, widespread",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-T,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
喀,U+5580,5580,true,2007 (online edition accessed 2026-07-28),,1539,0.0000589928,top-2500,,1515,0.6842544317,edb-eligible-then-moe-corpus-order-v1,moe-character-01531-01540,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,RJHR,RR,4,4,R,R,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,30,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,vomit; used in transliterations,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-R,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
搞,U+641E,641E,true,2007 (online edition accessed 2026-07-28),,1540,0.0000589928,top-2500,,1516,0.6840458811,edb-eligible-then-moe-corpus-order-v1,moe-character-01531-01540,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,QYRB,QB,4,4,Q,B,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,64,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,"to clear, clarify",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Q,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
詳,U+8A73,8A73,true,2007 (online edition accessed 2026-07-28),,1541,0.0000589928,top-2500,,1517,0.6838373306,edb-eligible-then-moe-corpus-order-v1,moe-character-01541-01550,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,YRTQ,YQ,4,4,Y,Q,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,149,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,"detailed, complete, thorough",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Y,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
幕,U+5E55,5E55,true,2007 (online edition accessed 2026-07-28),,1543,0.0000589928,top-2500,,1518,0.68362878,edb-eligible-then-moe-corpus-order-v1,moe-character-01541-01550,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,TAKB,TB,4,4,T,B,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,50,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,"curtain, screen, tent",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-T,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
綿,U+7DBF,7DBF,true,2007 (online edition accessed 2026-07-28),,1544,0.0000589928,top-2500,,1519,0.6834202294,edb-eligible-then-moe-corpus-order-v1,moe-character-01541-01550,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,VFHAB,VB,5,5,V,B,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,120,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,"cotton wad; wool; soft, downy",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-V,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
撿,U+64BF,64BF,true,2007 (online edition accessed 2026-07-28),,1545,0.0000589928,top-2500,,1520,0.6832116788,edb-eligible-then-moe-corpus-order-v1,moe-character-01541-01550,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,QOMO,QO,4,4,Q,O,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,64,16,unknown,,,,,3,total-stroke-count-proxy-v1,low,to pick up,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Q,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
頸,U+9838,9838,true,2007 (online edition accessed 2026-07-28),,1546,0.0000589928,top-2500,,1521,0.6830031283,edb-eligible-then-moe-corpus-order-v1,moe-character-01541-01550,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,MMMBC,MC,5,5,M,C,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,181,16,unknown,,,,,3,total-stroke-count-proxy-v1,low,"neck, throat",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-M,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
鍛,U+935B,935B,true,2007 (online edition accessed 2026-07-28),,1547,0.0000589928,top-2500,,1522,0.6827945777,edb-eligible-then-moe-corpus-order-v1,moe-character-01541-01550,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,CHJE,CE,4,4,C,E,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,167,17,unknown,,,,,3,total-stroke-count-proxy-v1,low,"forge metal; temper, refine",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-C,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
斤,U+65A4,65A4,true,2007 (online edition accessed 2026-07-28),,1548,0.0000576209,top-2500,,1523,0.6825860271,edb-eligible-then-moe-corpus-order-v1,moe-character-01541-01550,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,HML,HL,3,3,H,L,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,69,4,unknown,,,,,1,total-stroke-count-proxy-v1,low,"a catty (approximately 600 g); an axe; keen, shrewd; Kangxi radical 69",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
召,U+53EC,53EC,true,2007 (online edition accessed 2026-07-28),,1549,0.0000576209,top-2500,,1524,0.6823774765,edb-eligible-then-moe-corpus-order-v1,moe-character-01541-01550,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,SHR,SR,3,3,S,R,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,30,5,unknown,,,,,1,total-stroke-count-proxy-v1,low,imperial decree; summon,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
谷,U+8C37,8C37,true,2007 (online edition accessed 2026-07-28),,1550,0.0000576209,top-2500,,1525,0.682168926,edb-eligible-then-moe-corpus-order-v1,moe-character-01541-01550,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,COR,CR,3,3,C,R,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,150,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"valley, gorge, ravine; Kangxi radical 150",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-C,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
郎,U+90CE,90CE,true,2007 (online edition accessed 2026-07-28),,1551,0.0000576209,top-2500,,1526,0.6819603754,edb-eligible-then-moe-corpus-order-v1,moe-character-01551-01560,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,IINL,IL,4,4,I,L,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,163,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,"gentleman, young man; husband",,unreviewed,people,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-I,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
啟,U+555F,555F,true,2007 (online edition accessed 2026-07-28),,1552,0.0000576209,top-2500,,1527,0.6817518248,edb-eligible-then-moe-corpus-order-v1,moe-character-01551-01560,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,HROK,HK,4,4,H,K,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,66,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,open; begin,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
斜,U+659C,659C,true,2007 (online edition accessed 2026-07-28),,1553,0.0000576209,top-2500,,1528,0.6815432742,edb-eligible-then-moe-corpus-order-v1,moe-character-01551-01560,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,ODYJ,OJ,4,4,O,J,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,68,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,"slanting, sloping, inclined",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
尋,U+5C0B,5C0B,true,2007 (online edition accessed 2026-07-28),,1554,0.0000576209,top-2500,,1529,0.6813347237,edb-eligible-then-moe-corpus-order-v1,moe-character-01551-01560,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,SMMRI,SI,5,5,S,I,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,41,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"seek, search, look for; ancient",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
替,U+66FF,66FF,true,2007 (online edition accessed 2026-07-28),,1555,0.0000576209,top-2500,,1530,0.6811261731,edb-eligible-then-moe-corpus-order-v1,moe-character-01551-01560,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,QOA,QA,3,3,Q,A,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,73,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"change, replace, substitute for",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Q,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
飽,U+98FD,98FD,true,2007 (online edition accessed 2026-07-28),,1556,0.0000576209,top-2500,,1531,0.6809176225,edb-eligible-then-moe-corpus-order-v1,moe-character-01551-01560,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,OIPRU,OU,5,5,O,U,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,184,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,eat heartily; eat one's fill,,unreviewed,food,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
夢,U+5922,5922,true,2007 (online edition accessed 2026-07-28),,1557,0.0000576209,top-2500,,1532,0.6807090719,edb-eligible-then-moe-corpus-order-v1,moe-character-01551-01560,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,TWLN,TN,4,4,T,N,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,36,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,dream; visionary; wishful,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-T,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
榨,U+69A8,69A8,true,2007 (online edition accessed 2026-07-28),,1558,0.0000576209,top-2500,,1533,0.6805005214,edb-eligible-then-moe-corpus-order-v1,moe-character-01551-01560,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,DJCS,DS,4,4,D,S,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,75,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,to press or extract juices; a press to extract juices; a vegetable,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-D,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
廢,U+5EE2,5EE2,true,2007 (online edition accessed 2026-07-28),,1559,0.0000576209,top-2500,,1534,0.6802919708,edb-eligible-then-moe-corpus-order-v1,moe-character-01551-01560,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,INOE,IE,4,4,I,E,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,53,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,"abrogate, terminate, discard",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-I,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
憐,U+6190,6190,true,2007 (online edition accessed 2026-07-28),,1560,0.0000576209,top-2500,,1535,0.6800834202,edb-eligible-then-moe-corpus-order-v1,moe-character-01551-01560,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,PFDQ,PQ,4,4,P,Q,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,61,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,"pity, sympathize",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-P,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
潮,U+6F6E,6F6E,true,2007 (online edition accessed 2026-07-28),,1561,0.0000576209,top-2500,,1536,0.6798748697,edb-eligible-then-moe-corpus-order-v1,moe-character-01561-01570,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,EJJB,EB,4,4,E,B,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,"tide; moist, wet, damp; flow",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
蝴,U+8774,8774,true,2007 (online edition accessed 2026-07-28),,1562,0.0000576209,top-2500,,1537,0.6796663191,edb-eligible-then-moe-corpus-order-v1,moe-character-01561-01570,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,LIJRB,LB,5,5,L,B,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,142,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,butterfly,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-L,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
膽,U+81BD,81BD,true,2007 (online edition accessed 2026-07-28),,1563,0.0000576209,top-2500,,1538,0.6794577685,edb-eligible-then-moe-corpus-order-v1,moe-character-01561-01570,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,BNCR,BR,4,4,B,R,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,130,17,unknown,,,,,3,total-stroke-count-proxy-v1,low,"gall bladder; bravery, courage",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-B,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
蠟,U+881F,881F,true,2007 (online edition accessed 2026-07-28),,1564,0.0000576209,top-2500,,1539,0.6792492179,edb-eligible-then-moe-corpus-order-v1,moe-character-01561-01570,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,LIVVV,LV,5,5,L,V,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,142,21,unknown,,,,,4,total-stroke-count-proxy-v1,low,"wax; candle; waxy, glazed",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-L,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
鑼,U+947C,947C,true,2007 (online edition accessed 2026-07-28),,1565,0.0000576209,top-2500,,1540,0.6790406674,edb-eligible-then-moe-corpus-order-v1,moe-character-01561-01570,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,CWLG,CG,4,4,C,G,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,167,27,unknown,,,,,5,total-stroke-count-proxy-v1,low,gong,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-C,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
