character,unicode,unicode_hex,edb_presence,edb_version,edb_grade_level,moe_frequency_rank,moe_frequency_score,moe_frequency_band,hk_frequency_rank,foxchild_selection_rank,foxchild_selection_score,foxchild_selection_method,frequency_bucket,foxchild_frequency_tier,foxchild_frequency_tier_method,usage_level,literacy_level,curriculum_stage,curriculum_priority,cangjie,quick,root_count,code_length,first_root,last_root,cangjie_difficulty,cangjie_difficulty_method,simple_code_candidate,simple_code_candidate_method,radical,total_strokes,structure,left_right,top_bottom,surround,single,visual_complexity,visual_complexity_method,visual_complexity_confidence,unihan_definition,learner_definition_en,learner_definition_status,suggested_category,category_method,category_confidence,category_review_status,example_word,example_phrase,example_sentence,code_uniqueness,code_uniqueness_method,cangjie_first_root_group,source_frequency,source_cangjie,source_unihan,source_edb,source_opencc,last_verified,dataset_version
嶇,U+5D87,5D87,true,2007 (online edition accessed 2026-07-28),,2488,0.0000164631,top-2500,,2427,0.4940563087,edb-eligible-then-moe-corpus-order-v1,moe-character-02481-02490,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,USRR,UR,4,4,U,R,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,46,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,"steep, sheer; rugged, rough",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-U,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
漳,U+6F33,6F33,true,2007 (online edition accessed 2026-07-28),,2489,0.0000164631,top-2500,,2428,0.4938477581,edb-eligible-then-moe-corpus-order-v1,moe-character-02481-02490,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,EYTJ,EJ,4,4,E,J,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,name of a river in Henan,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
熄,U+7184,7184,true,2007 (online edition accessed 2026-07-28),,2490,0.0000164631,top-2500,,2429,0.4936392075,edb-eligible-then-moe-corpus-order-v1,moe-character-02481-02490,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,FHUP,FP,4,4,F,P,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,86,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,"put out, extinguish, quash",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-F,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
禍,U+798D,798D,true,2007 (online edition accessed 2026-07-28),,2491,0.0000164631,top-2500,,2430,0.4934306569,edb-eligible-then-moe-corpus-order-v1,moe-character-02491-02500,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,IFBBR,IR,5,5,I,R,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,113,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"misfortune, calamity, disaster",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-I,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
膏,U+818F,818F,true,2007 (online edition accessed 2026-07-28),,2492,0.0000164631,top-2500,,2431,0.4932221064,edb-eligible-then-moe-corpus-order-v1,moe-character-02491-02500,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,YRBB,YB,4,4,Y,B,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,130,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,"grease, fat; paste, ointment",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Y,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
輔,U+8F14,8F14,true,2007 (online edition accessed 2026-07-28),,2493,0.0000164631,top-2500,,2432,0.4930135558,edb-eligible-then-moe-corpus-order-v1,moe-character-02491-02500,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,JJIJB,JB,5,5,J,B,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,159,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,cheek bone; protective; assist,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-J,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
劈,U+5288,5288,true,2007 (online edition accessed 2026-07-28),,2494,0.0000164631,top-2500,,2433,0.4928050052,edb-eligible-then-moe-corpus-order-v1,moe-character-02491-02500,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,SJSH,SH,4,4,S,H,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,18,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,"cut apart, split, chop",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
暮,U+66AE,66AE,true,2007 (online edition accessed 2026-07-28),,2495,0.0000164631,top-2500,,2434,0.4925964546,edb-eligible-then-moe-corpus-order-v1,moe-character-02491-02500,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,TAKA,TA,4,4,T,A,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,72,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,"evening, dusk, sunset; ending",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-T,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
蓬,U+84EC,84EC,true,2007 (online edition accessed 2026-07-28),,2496,0.0000164631,top-2500,,2435,0.4923879041,edb-eligible-then-moe-corpus-order-v1,moe-character-02491-02500,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,TYHJ,TJ,4,4,T,J,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,140,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,type of raspberry; fairyland,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-T,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
蝠,U+8760,8760,true,2007 (online edition accessed 2026-07-28),,2497,0.0000164631,top-2500,,2436,0.4921793535,edb-eligible-then-moe-corpus-order-v1,moe-character-02491-02500,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,LIMRW,LW,5,5,L,W,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,142,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,bat,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-L,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
蝙,U+8759,8759,true,2007 (online edition accessed 2026-07-28),,2498,0.0000164631,top-2500,,2437,0.4919708029,edb-eligible-then-moe-corpus-order-v1,moe-character-02491-02500,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,LIHSB,LB,5,5,L,B,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,142,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,bat,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-L,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
褐,U+8910,8910,true,2007 (online edition accessed 2026-07-28),,2499,0.0000164631,top-2500,,2438,0.4917622523,edb-eligible-then-moe-corpus-order-v1,moe-character-02491-02500,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,LAPV,LV,4,4,L,V,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,145,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,"coarse woolen cloth; dull, dark",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-L,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
霄,U+9704,9704,true,2007 (online edition accessed 2026-07-28),,2500,0.0000164631,top-2500,,2439,0.4915537018,edb-eligible-then-moe-corpus-order-v1,moe-character-02491-02500,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,MBFB,MB,4,4,M,B,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,173,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,"sky; clouds, mist; night",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-M,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
懊,U+61CA,61CA,true,2007 (online edition accessed 2026-07-28),,2501,0.0000164631,extended,,2440,0.4913451512,edb-eligible-then-moe-corpus-order-v1,moe-character-02501-02510,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,PHBK,PK,4,4,P,K,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,61,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,"vexed, worried, nervous; regret",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-P,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
澱,U+6FB1,6FB1,true,2007 (online edition accessed 2026-07-28),,2502,0.0000164631,extended,,2441,0.4911366006,edb-eligible-then-moe-corpus-order-v1,moe-character-02501-02510,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,ESCE,EE,4,4,E,E,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,16,unknown,,,,,3,total-stroke-count-proxy-v1,low,"sediment, dregs, precipitate",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
徽,U+5FBD,5FBD,true,2007 (online edition accessed 2026-07-28),,2503,0.0000164631,extended,,2442,0.4909280501,edb-eligible-then-moe-corpus-order-v1,moe-character-02501-02510,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,HOUFK,HK,5,5,H,K,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,60,17,unknown,,,,,3,total-stroke-count-proxy-v1,low,"a badge, insignia",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
糞,U+7CDE,7CDE,true,2007 (online edition accessed 2026-07-28),,2504,0.0000164631,extended,,2443,0.4907194995,edb-eligible-then-moe-corpus-order-v1,moe-character-02501-02510,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,FDWTC,FC,5,5,F,C,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,119,17,unknown,,,,,3,total-stroke-count-proxy-v1,low,"manure, dung, night soil",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-F,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
謙,U+8B19,8B19,true,2007 (online edition accessed 2026-07-28),,2505,0.0000164631,extended,,2444,0.4905109489,edb-eligible-then-moe-corpus-order-v1,moe-character-02501-02510,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,YRTXC,YC,5,5,Y,C,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,149,17,unknown,,,,,3,total-stroke-count-proxy-v1,low,"humble, modest; hexagram ䷎",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Y,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
鎖,U+9396,9396,true,2007 (online edition accessed 2026-07-28),,2506,0.0000164631,extended,,2445,0.4903023983,edb-eligible-then-moe-corpus-order-v1,moe-character-02501-02510,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,CFBC,CC,4,4,C,C,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,167,18,unknown,,,,,3,total-stroke-count-proxy-v1,low,"lock, padlock; shackles, chains",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-C,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
龐,U+9F90,9F90,true,2007 (online edition accessed 2026-07-28),,2507,0.0000164631,extended,,2446,0.4900938478,edb-eligible-then-moe-corpus-order-v1,moe-character-02501-02510,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,IYBP,IP,4,4,I,P,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,53,19,unknown,,,,,4,total-stroke-count-proxy-v1,low,"disorderly, messy; huge, big",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-I,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
懲,U+61F2,61F2,true,2007 (online edition accessed 2026-07-28),,2508,0.0000164631,extended,,2447,0.4898852972,edb-eligible-then-moe-corpus-order-v1,moe-character-02501-02510,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,HKP,HP,3,3,H,P,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,61,19,unknown,,,,,4,total-stroke-count-proxy-v1,low,"punish, reprimand; warn",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
臘,U+81D8,81D8,true,2007 (online edition accessed 2026-07-28),,2509,0.0000164631,extended,,2448,0.4896767466,edb-eligible-then-moe-corpus-order-v1,moe-character-02501-02510,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,BVVV,BV,4,4,B,V,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,130,19,unknown,,,,,4,total-stroke-count-proxy-v1,low,year-end sacrifice; dried meat,,unreviewed,food,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-B,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
蟻,U+87FB,87FB,true,2007 (online edition accessed 2026-07-28),,2510,0.0000164631,extended,,2449,0.489468196,edb-eligible-then-moe-corpus-order-v1,moe-character-02501-02510,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,LITGI,LI,5,5,L,I,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,142,19,unknown,,,,,4,total-stroke-count-proxy-v1,low,ants,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-L,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
贊,U+8D0A,8D0A,true,2007 (online edition accessed 2026-07-28),,2511,0.0000164631,extended,,2450,0.4892596455,edb-eligible-then-moe-corpus-order-v1,moe-character-02511-02520,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,HUBUC,HC,5,5,H,C,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,154,19,unknown,,,,,4,total-stroke-count-proxy-v1,low,"help, support, assist, aid",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
饅,U+9945,9945,true,2007 (online edition accessed 2026-07-28),,2512,0.0000164631,extended,,2451,0.4890510949,edb-eligible-then-moe-corpus-order-v1,moe-character-02511-02520,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,OIAWE,OE,5,5,O,E,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,184,19,unknown,,,,,4,total-stroke-count-proxy-v1,low,steamed bread; steamed dumplings,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
竇,U+7AC7,7AC7,true,2007 (online edition accessed 2026-07-28),,2513,0.0000164631,extended,,2452,0.4888425443,edb-eligible-then-moe-corpus-order-v1,moe-character-02511-02520,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,JCGWC,JC,5,5,J,C,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,116,20,unknown,,,,,4,total-stroke-count-proxy-v1,low,"surname; hole, burrow; corrupt",,unreviewed,people,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-J,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
巍,U+5DCD,5DCD,true,2007 (online edition accessed 2026-07-28),,2514,0.0000164631,extended,,2453,0.4886339937,edb-eligible-then-moe-corpus-order-v1,moe-character-02511-02520,tier-4-moe-beyond-2500,moe-rank-bands-v1,,,,,UHVI,UI,4,4,U,I,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,46,20,unknown,,,,,4,total-stroke-count-proxy-v1,low,"high, lofty, majestic, eminent",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-U,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
