character,foxchild_selection_rank,moe_frequency_rank,hk_frequency_rank,edb_presence,edb_source_glyph,unihan_definition,suggested_category,cangjie,quick,reading_count,decomposition_status,top_level_operator,register_review_status,review_tasks,review_priority_band
培,1297,1313,,true,培,bank up with dirt; cultivate,general,GYTR,GR,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
康,1298,1314,,true,康,"peaceful, quiet; happy, healthy",general,ILE,IE,3,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
混,1299,1315,,true,混,"to mix, blend, mingle; to bumble along",general,EAPP,EP,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
莖,1300,1316,,true,莖,"stem, stalk",general,TMVM,TM,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
博,1301,1317,,true,博,"gamble, play games; wide, broad",general,JIBI,JI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
肅,1302,1318,,true,肅,pay respects; reverently,general,LX,LX,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
聞,1303,1319,,true,聞,hear; smell; make known; news,actions,ANSJ,AJ,3,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
遞,1304,1320,,true,遞,"hand over, deliver; substitute",general,YHYN,YN,4,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
豬,1305,1321,,true,豬,"pig, hog",general,MOJKA,MA,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
濕,1306,1322,,true,濕,"wet, moist, humid, damp; an illness",general,EAVF,EF,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
否,1307,1323,,true,否,"not, no, negative; final particle; hexagram ䷋",general,MFR,MR,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
割,1308,1324,,true,割,"cut, divide, partition; cede",general,JRLN,JN,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
營,1309,1325,,true,營,"encampment, barracks; manage",general,FFBRR,FR,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
縫,1310,1326,,true,縫,"sew, mend",general,VFYHJ,VJ,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
粒,1311,1328,,true,粒,grain; small particle,general,FDYT,FT,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
途,1312,1329,,true,途,"way, road, path, journey; course",general,YOMD,YD,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
愉,1313,1330,,true,愉,"pleasant, delightful; please",general,POMN,PN,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
賀,1314,1331,,true,賀,congratulate; send present,general,KRBUC,KC,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
穩,1315,1332,,true,穩,"stable, firm, solid, steady",general,HDBMP,HP,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
牧,1316,1333,,true,牧,"tend cattle, shepherd",general,HQOK,HK,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
肩,1317,1334,,true,肩,shoulders; to shoulder; bear,general,HSB,HB,3,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
索,1318,1335,,true,索,"large rope, cable; rules, laws; to demand, to exact; to search, inquire; isolated",general,JBVIF,JF,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
翅,1319,1336,,true,翅,wings; fin,general,JESMM,JM,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
側,1320,1337,,true,側,"side; incline, slant, lean",general,OBCN,ON,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
責,1321,1338,,true,責,"one's responsibility, duty",numbers,QMBUC,QC,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
葛,1322,1339,,true,葛,edible bean; surname,people,TAPV,TV,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
磁,1323,1340,,true,磁,magnetic; magnetism; porcelain,general,MRTVI,MI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
緒,1324,1341,,true,緒,end of thread; thread,general,VFJKA,VA,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
潔,1325,1342,,true,潔,"clean, purify, pure",general,EQHF,EF,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
云,1326,1343,,true,云,"say, speak; clouds",actions,MMI,MI,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
妙,1327,1344,,true,妙,"mysterious, subtle; exquisite",general,VFH,VH,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
辰,1328,1345,,true,辰,early morning; fifth earthly branch; Kangxi radical 161,general,MMMV,MV,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
刷,1329,1346,,true,刷,"brush; clean with brush, scrub",general,SBLN,SN,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
泉,1330,1347,,true,泉,"spring, fountain; wealth, money",general,HAE,HE,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
哨,1331,1348,,true,哨,"whistle, blow whistle; chirp",general,RFB,RB,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
釣,1332,1349,,true,釣,"fish; fishhook; tempt, lure",general,CPI,CI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
喳,1333,1350,,true,喳,whispering,general,RDAM,RM,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
登,1334,1351,,true,登,"rise, mount, board, climb",general,NOMRT,NT,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
井,1335,1352,,true,井,"well, mine shaft, pit; surname; 22nd lunar mansion, determinative star μ Geminorum (Tejat); hexagram ䷯",people,TT,TT,4,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
奴,1336,1353,,true,奴,"slave, servant",general,VE,VE,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
努,1337,1354,,true,努,"to exert, strive, make an effort; to pout",actions,VEKS,VS,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
宋,1338,1355,,true,宋,Song dynasty; surname,people,JD,JD,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
招,1339,1356,,true,招,"beckon, summon; recruit, levy",general,QSHR,QR,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鬆,1340,1357,,true,鬆,"lax, loose; loosen, relax",general,SHDCI,SI,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
芳,1341,1358,,true,芳,fragrant; virtuous; beautiful,general,TYHS,TS,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
倆,1342,1359,,true,倆,"clever, skilled; two, pair",numbers,OMLB,OB,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
循,1343,1360,,true,循,"obey, comply with, follow",general,HOHJU,HU,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
緩,1344,1361,,true,緩,"slow, leisurely; to postpone, delay",general,VFBME,VE,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
縣,1345,1362,,true,縣,"county, district, subdivision",general,BFHVF,BF,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
臨,1346,1363,,true,臨,"draw near, approach; descend; hexagram ䷒",general,SLORR,SR,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
闊,1347,1364,,true,闊,"broad, ample, wide; be apart",general,ANEHR,AR,2,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
拾,1348,1365,,true,拾,"pick up, collect, tidy up; accounting form of the numeral ten",numbers,QOMR,QR,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
宮,1349,1366,,true,宮,"palace, temple, dwelling, enclose",general,JRHR,JR,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
悟,1350,1367,,true,悟,"to apprehend, realize, become aware",general,PMMR,PR,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
添,1351,1368,,true,添,"append, add to; increase",general,EHKP,EP,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
累,1352,1369,,true,累,"tired; implicate, involve; bother",general,WVIF,WF,8,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
帽,1353,1370,,true,帽,"hat, cap; cap-like tops",general,LBABU,LU,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
款,1354,1371,,true,款,"item, article; clause; fund",general,GFNO,GO,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
殼,1355,1372,,true,殼,"casing, shell, husk, hull, skin",general,GNHNE,GE,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
嗆,1356,1373,,true,嗆,choke by smoke; irritates nose,general,ROIR,RR,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
糊,1357,1374,,true,糊,"paste, stick on with paste",general,FDJRB,FB,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
墨,1358,1375,,true,墨,ink; writing,general,WGFG,WG,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
甘,1359,1376,,true,甘,"sweetness; sweet, tasty",general,TM,TM,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
迅,1360,1377,,true,迅,"quick, hasty, rapid, sudden",general,YNJ,YJ,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
苗,1361,1378,,true,苗,sprouts; Miao nationality,general,TW,TW,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
唉,1362,1379,,true,唉,"alas, exclamation of surprise or pain",general,RIOK,RK,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
桔,1363,1380,,true,桔,Chinese bellflower; well-swept; the inner fibers of corn-stalks,general,DGR,DR,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
梅,1364,1382,,true,梅,plums; prunes; surname,people,DOWY,DY,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
殖,1365,1383,,true,殖,"breed, spawn; increase; prosper",general,MNJBM,MM,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
渡,1366,1384,,true,渡,"cross, ferry over; ferry",general,EITE,EE,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
蒼,1367,1385,,true,蒼,blue; green,general,TOIR,TR,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
撒,1368,1386,,true,撒,"release, cast away, let go; disperse; relax",actions,QTBK,QK,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
蹦,1369,1387,,true,蹦,"hop, leap, jump; bright",general,RMUBB,RB,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
復,1370,1388,,true,復,return; repeat; repeatedly; hexagram ䷗,general,HOOAE,HE,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
吳,1371,1389,,true,吳,one of warring states; surname,people,RVNK,RK,3,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
牢,1372,1390,,true,牢,"prison; stable, pen; secure",general,JHQ,JQ,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
姿,1373,1391,,true,姿,"one's manner, carriage, bearing",numbers,IOV,IV,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
烏,1374,1392,,true,烏,"crow, rook, raven; black, dark",general,HRYF,HF,4,source-attested-unreviewed,⿹,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
祝,1375,1393,,true,祝,pray for happiness or blessings,general,IFRHU,IU,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
秦,1376,1394,,true,秦,feudal state of Qin; the Qin dynasty (from which the name 'China' comes),general,QKHD,QD,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
彷,1377,1395,,true,彷,"like, resembling; resemble",general,HOYHS,HS,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
尚,1378,1396,,true,尚,"still, yet; even; fairly, rather",general,FBR,FR,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
彿,1379,1397,,true,彿,"resembling, like, as if",general,HOLLN,HN,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
捨,1380,1398,,true,捨,"discard, give up willingly; give alms",actions,QOMR,QR,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
缸,1381,1399,,true,缸,"earthenware jug, crock; cistern",general,OUM,OM,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
範,1382,1400,,true,範,"pattern, model, rule, law",general,HJJU,HU,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
埋,1383,1401,,true,埋,"bury, secrete, conceal",general,GWG,GG,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
捕,1384,1402,,true,捕,"arrest, catch, seize",general,QIJB,QB,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
氧,1385,1403,,true,氧,"oxygen (element 8, O)",general,ONTQ,OQ,2,source-attested-unreviewed,⿹,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
迷,1386,1404,,true,迷,"bewitch, charm, infatuate",general,YFD,YD,3,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
涼,1387,1405,,true,涼,"cool, cold; disheartened",general,EYRF,EF,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
棉,1388,1406,,true,棉,cotton; cotton padded,general,DHAB,DB,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
擠,1389,1407,,true,擠,"crowd, squeeze, push against",general,QYX,QX,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
濟,1390,1408,,true,濟,"to help, aid, relieve; to ferry, cross",general,EYX,EX,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
朱,1391,1409,,true,朱,"cinnabar, vermilion; surname",people,HJD,HD,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
析,1392,1410,,true,析,split wood; break apart; divide,general,DHML,DL,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
采,1393,1411,,true,采,"collect, gather; pick, pluck",general,BD,BD,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
宣,1394,1412,,true,宣,"declare, announce, proclaim",general,JMAM,JM,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
恰,1395,1413,,true,恰,"just, exactly, precisely; proper",general,POMR,PR,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
徒,1396,1414,,true,徒,"disciple, follower; go on foot",actions,HOGYO,HO,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
逐,1397,1415,,true,逐,"chase, expel; one by one",numbers,YMSO,YO,5,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
棋,1398,1416,,true,棋,chess; any game similar to chess,general,DTMC,DC,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
搶,1399,1417,,true,搶,"plunder, rob, take by force",actions,QOIR,QR,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
慣,1400,1418,,true,慣,"habit, custom; habitually, usually",general,PWJC,PC,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
潤,1401,1419,,true,潤,"soft, moist; sleek; freshen",general,EANG,EG,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
稻,1402,1420,,true,稻,"rice growing in field, rice plant",food,HDBHX,HX,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
蔣,1403,1421,,true,蔣,surname; Hydropyrum latifolium,people,TVMI,TI,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
躺,1404,1422,,true,躺,"lie down, recline",general,HHFBR,HR,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
辨,1405,1423,,true,辨,"distinguish, discriminate",general,YJILJ,YJ,5,source-attested-unreviewed,⿴,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鎮,1406,1424,,true,鎮,"town, market place; suppress",general,CJBC,CC,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
額,1407,1425,,true,額,"forehead; tablet, plaque; fixed",general,JRMBC,JC,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鶉,1408,1426,,true,鶉,quail; Turnix species (various),general,YDHAF,YF,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鵪,1409,1427,,true,鵪,quail; Coturnix coturnix,general,KUHAF,KF,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
爐,1410,1428,,true,爐,"fireplace, stove, oven, furnace",general,FYPT,FT,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
灘,1411,1429,,true,灘,"bank, a sandbar, shoal; rapids",general,ETOG,EG,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
扎,1412,1430,,true,扎,pull up; pierce; struggle free,general,QU,QU,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
忍,1413,1431,,true,忍,"endure, bear, suffer; forbear",general,SIP,SP,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
承,1414,1432,,true,承,"inherit, receive; succeed",general,NNQO,NO,4,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
泡,1415,1433,,true,泡,"bubbles, suds; blister; soak",general,EPRU,EU,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
俄,1416,1434,,true,俄,"sudden(ly), soon; Russian",general,OHQI,OI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
柔,1417,1435,,true,柔,"soft; gentle, pliant",general,NHD,ND,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
勒,1418,1436,,true,勒,"strangle, tighten",general,TJKS,TS,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
獅,1419,1437,,true,獅,lion,general,KHHRB,KB,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
輸,1420,1438,,true,輸,"transport, carry, haul",general,JJOMN,JN,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
霧,1421,1439,,true,霧,"fog, mist, vapor, fine spray",general,MBNHS,MS,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
凡,1422,1441,,true,凡,"all, any, every; ordinary, common",general,HNI,HI,2,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
巧,1423,1442,,true,巧,"skillful, ingenious, clever",general,MMVS,MS,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
扔,1424,1443,,true,扔,"throw, hurl; throw away, cast",general,QNHS,QS,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
怒,1425,1444,,true,怒,"anger, rage, passion; angry",general,VEP,VP,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
柿,1426,1445,,true,柿,persimmon,general,DYLB,DB,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
株,1427,1446,,true,株,numerary adjunct for trees; root,general,DHJD,DD,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
浮,1428,1447,,true,浮,"to float, drift, waft; to exceed; superfluous",general,EBND,ED,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
貧,1429,1448,,true,貧,"poor, impoverished, needy",general,CSHC,CC,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
蒸,1430,1449,,true,蒸,steam; evaporate,general,TNEF,TF,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
厲,1431,1450,,true,厲,"whetstone; grind, sharpen; whet",general,MTWB,MB,3,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鄭,1432,1451,,true,鄭,state in today's Henan; surname,people,TKNL,TL,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
叢,1433,1452,,true,叢,"bush, shrub; thicket; collection",general,TCTE,TE,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
爛,1434,1453,,true,爛,"rotten, spoiled, decayed",general,FANW,FW,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
權,1435,1454,,true,權,"power, right, authority",general,DTRG,DG,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
疊,1436,1455,,true,疊,"repeat, duplicate; repetitious",general,WWWM,WM,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
伍,1437,1456,,true,伍,"five, company of five; troops",numbers,OMDM,OM,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
呆,1438,1457,,true,呆,"dull; dull-minded, simple, stupid",general,RD,RD,5,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
甚,1439,1458,,true,甚,great extent; considerably,general,TMMV,TV,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
迪,1440,1459,,true,迪,"enlighten, advance; progress",general,YLW,YW,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
液,1441,1460,,true,液,"sap, juice, liquid, fluid",general,EYOK,EK,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
莫,1442,1462,,true,莫,"do not, is not, can not; negative",actions,TAK,TK,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
蜓,1443,1463,,true,蜓,dragonfly,general,LINKG,LG,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
