character,foxchild_selection_rank,moe_frequency_rank,hk_frequency_rank,edb_presence,edb_source_glyph,unihan_definition,suggested_category,cangjie,quick,reading_count,decomposition_status,top_level_operator,register_review_status,review_tasks,review_priority_band
嘹,2318,2372,,true,嘹,used describe clarity of voice; resonant,general,RKCF,RF,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
嬌,2319,2373,,true,嬌,seductive and loveable; tender,general,VHKB,VB,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
撐,2320,2374,,true,撐,"prop up, support; brace; to push off (with a pole)",general,QFBH,QH,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
瑩,2321,2375,,true,瑩,"lustre of gems; bright, lustrous",general,FFBMI,FI,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
蔑,2322,2376,,true,蔑,"disdain, disregard; slight",general,TWLI,TI,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
遮,2323,2377,,true,遮,"cover, shield, protect",general,YITF,YF,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
駐,2324,2378,,true,駐,"to be stationed at, reside at; to stop",general,SFYG,SG,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
擒,2325,2379,,true,擒,"catch, capture, seize, arrest",general,QOYB,QB,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
艙,2326,2380,,true,艙,hold of ship; cabin,general,HYOIR,HR,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
螞,2327,2381,,true,螞,ant; leech,general,LISQF,LF,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
澀,2328,2382,,true,澀,"astringent; harsh; uneven, rough",general,ESIM,EM,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
瞬,2329,2383,,true,瞬,"wink, blink; in a wink, a flash",general,BUBBQ,BQ,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
邁,2330,2384,,true,邁,take a big stride; pass by,actions,YTWB,YB,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
軀,2331,2386,,true,軀,body,general,HHSRR,HR,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
競,2332,2387,,true,競,"contend, vie, compete",general,YUYTU,YU,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
贏,2333,2388,,true,贏,"win; surplus, gain, profit",general,YNBUC,YC,2,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
闢,2334,2389,,true,闢,"open; settle, develop, open up",general,ANSRJ,AJ,2,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
罐,2335,2390,,true,罐,"jar, jug, pitcher, pot",general,OUTRG,OG,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
扛,2336,2392,,true,扛,carry on shoulders; lift,general,QM,QM,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
沈,2337,2393,,true,沈,"sink, submerge; addicted to; surname",people,ELBU,EU,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
妻,2338,2394,,true,妻,wife,general,JLV,JV,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
拒,2339,2395,,true,拒,"ward off with hand, defend",general,QSS,QS,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
枕,2340,2396,,true,枕,pillow,general,DLBU,DU,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
沸,2341,2397,,true,沸,"boil, bubble up, gush",general,ELLN,EN,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
糾,2342,2398,,true,糾,"investigate, inspect",general,VFVL,VL,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
軋,2343,2399,,true,軋,crush by weight; grind,general,JJU,JU,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
俊,2344,2400,,true,俊,"talented, capable; handsome",general,OICE,OE,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
姚,2345,2401,,true,姚,"handsome, elegant; surname",people,VLMO,VO,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
歪,2346,2402,,true,歪,"slant; inclined; askew, awry",general,MFMYM,MM,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
冥,2347,2403,,true,冥,"dark, gloomy, night; deep",general,BAYC,BC,4,source-attested-unreviewed,⿳,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
哲,2348,2404,,true,哲,"wise, sagacious; wise man, sage",people,QLR,QR,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
栗,2349,2405,,true,栗,"chestnut tree, chestnuts; surname",people,MWD,MD,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
荊,2350,2406,,true,荊,thorns; brambles; my wife; cane,general,TMTN,TN,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
衰,2351,2407,,true,衰,"decline, falter, decrease; weaken",general,YWMV,YV,5,source-attested-unreviewed,⿴,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
託,2352,2408,,true,託,"entrust, rely on; commission",general,YRHP,YP,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
辱,2353,2409,,true,辱,"humiliate, insult, abuse",general,MVDI,MI,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
逆,2354,2410,,true,逆,"disobey, rebel; rebel, traitor",general,YTU,YU,3,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
偽,2355,2411,,true,偽,"false, counterfeit, bogus",general,OIKF,OF,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
崇,2356,2412,,true,崇,"esteem, honor, revere, venerate",general,UJMF,UF,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
崎,2357,2413,,true,崎,"rough, uneven, jagged, rugged",general,UKMR,UR,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
惕,2358,2414,,true,惕,"be cautious, careful, alert",general,PAPH,PH,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
掠,2359,2415,,true,掠,"rob, ransack, plunder; pass by",general,QYRF,QF,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
晝,2360,2416,,true,晝,"daytime, daylight",general,LGAM,LM,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
涯,2361,2417,,true,涯,"shore, bank, water's edge",nature,EMGG,EG,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
逢,2362,2418,,true,逢,"come upon, happen meet; flatter",actions,YHEJ,YJ,4,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
媚,2363,2419,,true,媚,"charming, attractive; flatter",general,VAHU,VU,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
琵,2364,2420,,true,琵,guitar-like instrument,general,MGPP,MP,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
琶,2365,2421,,true,琶,guitar-like instrument,general,MGAU,MU,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
搓,2366,2422,,true,搓,to rub or roll between the hands,general,QTQM,QM,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
腫,2367,2423,,true,腫,swell; swollen; swelling,general,BHJG,BG,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
撤,2368,2424,,true,撤,omit; remove; withdraw,general,QYBK,QK,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
獄,2369,2425,,true,獄,"prison, jail; case; lawsuit",general,KHYRK,KK,2,source-attested-unreviewed,⿴,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鄙,2370,2426,,true,鄙,mean; low,general,RWNL,RL,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
嘻,2371,2427,,true,嘻,"mirthful, happy; interjection",general,RGRR,RR,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
撓,2372,2428,,true,撓,"scratch; disturb, bother; submit",general,QGGU,QU,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
漿,2373,2429,,true,漿,any thick fluid; starch; broth,general,VIE,VE,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
蔭,2374,2430,,true,蔭,"shade, shelter; protect",general,TNLI,TI,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
噢,2375,2431,,true,噢,"moan; interjection for pain, sad",general,RHBK,RK,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
豫,2376,2432,,true,豫,"relaxed, comfortable, at ease; hexagram ䷏",general,NNNAO,NO,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
燥,2377,2434,,true,燥,"dry, parched, arid; quick-tempered",general,FRRD,FD,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
縷,2378,2435,,true,縷,"thread; detailed, precise",general,VFLLV,VV,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
繃,2379,2436,,true,繃,"bind, draw firmly, strap",general,VFUBB,VB,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
壘,2380,2437,,true,壘,"rampart, military wall",general,WWWG,WG,6,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
瀏,2381,2438,,true,瀏,clear; bright; whistling,general,EHCN,EN,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
櫥,2382,2439,,true,櫥,"cabinet, wardrobe, cupboard",general,DIGI,DI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
瓣,2383,2440,,true,瓣,petal; segment; valves,general,YJHOJ,YJ,2,source-attested-unreviewed,⿴,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
纏,2384,2441,,true,纏,"wrap, wind around; tie, bind",nature,VFIWG,VG,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
辯,2385,2442,,true,辯,"dispute, argue, debate, discuss",general,YJYRJ,YJ,5,source-attested-unreviewed,⿴,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
